ama,91762,4324
amaal,91763,2317
amal,112164,2317
aman,91841,4325
amanat,112142,4326
amanullah,91848,5238
amar,112146,4327
amazing,91876,5225
amber,91784,5255
ambulance,91786,5272
ameen,91814,2318
ameer,91760,4328
amen,91841,2318
america,104746,2337
american,91860,5292
americans,91811,5300
ami,91793,2315
amin,91814,2318
amir,91819,2328
amjad,91826,5336
ammi,91842,2315
ammy,91842,4329
amna,91843,4330
among,91846,5366
amount,91871,2324
amrica,104746,2337
ana,91883,4331
anaa,91883,4332
anam,92168,5430
anarkali,91890,5460
anay,91970,4333
anchal,91897,2357
and,127253,4334
anda,91902,4246
andaaz,146704,2361
andar,146702,5486
anday,128296,2156
andaz,146704,2361
andaza,146705,2361
ande,128296,2156
ander,146702,5486
andhay,146703,2364
andhe,146703,2364
andhera,91941,5503
andheray,104804,5503
andhere,104804,5503
andheri,146726,5503
andheron,91949,5519
andhery,146726,5503
andhi,146727,2364
andr,146702,5486
aney,91970,4335
angan,91995,2378
angel,128589,5593
angeleyes,91984,4336
angels,92048,5594
angelz,92048,5609
anger,92000,4337
angle,128596,5593
angoor,91997,5597
angraiz,104865,4338
angrez,104865,5648
angrily,104861,5660
anho,92022,5439
anhu,92022,5439
ani,91965,4339
anila,92025,5443
animal,92026,4340
anjaam,146848,5708
anjaan,92043,2383
anjam,146848,5708
anjan,92043,2383
anjane,128988,2383
ankh,92058,2385
ankhain,92087,2388
ankhe,92087,2385
ankhein,92087,2388
ankhen,92087,2388
ankhien,92087,2388
ankhin,92087,2388
ankhn,92087,2388
ankho,92096,2385
ankhon,92096,2388
ankhoon,92096,2388
ankhun,92096,2388
anmol,92090,5688
anni,92097,4341
announce,92110,5809
announced,92169,5808
announcement,92170,5784
another,104901,5840
anothr,104901,5840
anser,129238,5462
anso,92747,2408
anson,92144,2412
ansoo,92747,2408
ansoon,92144,2412
ansoun,92144,2412
ansr,129238,5462
ansu,92747,2408
ansuon,92144,2412
answer,129238,5861
answered,92153,5892
answers,92156,5899
answr,129238,5861
ant,146913,2354
anty,92976,2354
anum,92168,4342
anwar,92176,5953
any,128305,4343
anybdy,129369,5975
anybody,129369,5975
anymore,92184,5980
anyone,129375,2166
anything,129380,5993
anythn,129380,5702
anythng,129380,5993
anytime,92194,2428
anyway,129381,5582
anyways,129383,6004
anywhere,92199,6007
ao,92232,4344
aoa,137946,4345
aoge,92206,4346
aogy,92208,4347
aon,92233,4348
aonga,92973,2043
aoo,92232,4349
aor,129727,4350
ap,92358,2444
apeal,92247,4351
apee,92392,4353
api,92392,2444
apk,92347,2448
apka,92346,4252
apkay,92347,2448
apke,92347,2448
apki,92348,2448
apko,129756,2448
apky,92347,2448
aplog,92276,2470
aply,92279,2469
apna,146945,2446
apnafunda,92288,6129
apnakarachi,92295,6136
apnana,92300,4354
apnay,146946,2446
apnaya,92310,2446
apne,146946,2446
apney,146946,2446
apni,146947,2446
apno,92331,6128
apnon,92331,6128
apny,146946,2446
app,92350,2444
apple,133273,4355
application,92350,6112
apply,92279,2469
appreciate,92372,6233
approach,92376,6243
approval,92382,6247
approve,92379,6229
approved,92380,6249
approx,92381,6253
april,92375,6196
apse,92390,2450
apsy,92390,4356
aqa,92421,4357
aqal,112826,4358
aqalmand,92418,4481
aqeel,92414,4359
aqib,92409,4497
aqkhan,92417,6335
aql,112826,4360
aquarian,92428,6348
ara,92438,2487
araam,92447,2491
arab,92459,4361
arabian,92441,2492
arabic,92461,4264
arai,105004,2487
aram,92447,2491
arange,92519,6398
aray,105004,4364
arbab,92456,6412
arbi,92460,2507
are,134731,4362
area,104988,2487
areas,92469,4363
arey,105004,4364
ari,92435,2487
arians,92487,6391
arif,92489,2489
ariz,92498,4365
armaan,147037,2518
arman,147037,2518
armano,92507,2518
arms,92509,6547
army,92508,4366
around,92515,6552
arrange,92519,6398
arre,92527,4367
arrest,92523,6405
arrested,92526,6456
arsa,92529,2504
arsal,112864,6601
arsalan,92547,6605
arse,92553,2504
arsenal,92551,6614
arshad,136790,6620
arslan,92547,6605
arslandada,92548,6607
aryan,92558,2502
arz,112872,2506
arzo,92567,2506
arzoo,92567,2506
arzu,92567,2506
asa,92751,4368
asaan,105012,2535
asad,92752,4369
asadmuskan,92581,6699
asal,105035,3640
asalam,137946,2540
asan,105012,2535
asani,92611,4256
asap,92612,2984
asar,92572,2536
asay,111896,4368
ase,111896,1935
asha,92628,4370
ashiq,105023,2539
ashk,92666,4371
ashko,92669,4371
ashkon,92669,4372
ashna,92661,4257
ashraf,92634,6785
asi,105028,4373
aside,92676,3051
asif,92677,2577
asigment,113031,6869
asignment,113031,6765
asim,92690,2579
asked,92707,6906
askin,92709,2555
asking,92709,6914
askng,92709,6914
asks,92712,6817
asl,105035,3640
aslam,92793,2540
asli,92731,3640
asma,113000,4374
asmaan,92737,2581
asman,92737,2581
asool,147154,4375
asr,92620,2536
ass,105058,4376
assalam,137946,2540
assembly,92802,6751
asshole,92664,4377
assi,105028,4378
assignment,113031,6765
assistant,92791,6896
asslam,92793,2540
association,92807,6970
astagfar,92827,7085
astaghfar,92827,7093
astaghfirullah,92824,4379
astghfar,92827,7093
aswell,92834,7129
asy,111896,1935
ata,113093,1938
ataa,113093,4380
atack,92844,7147
atay,92962,1938
atend,92930,1942
atey,92962,1938
ati,92960,1938
atif,92874,7221
atifaltafkhan,92875,7226
atifaslam,92878,7227
atiq,92948,7154
atitude,92949,7239
atleast,92900,7252
atm,92902,2628
atom,92958,2628
atomic,92912,7261
atractive,92922,7292
atractivegirlz,92955,4381
atta,92927,4382
attack,92844,7147
attacked,92845,7148
attempt,92858,7180
attend,92930,1942
attendance,92951,7184
attention,92944,7163
attia,92961,4383
attitude,92949,7239
attraction,92915,7291
attractive,92922,7292
aty,92960,1938
auditorium,92965,7390
aug,92968,4384
august,92968,3845
aulaad,146501,2310
aulad,146501,2310
aunti,92976,2354
aunty,92976,2354
auqaat,146485,3617
aur,129727,4385
aurat,146983,2638
auron,129964,4386
aurto,129966,2638
aurton,129966,2639
authority,92871,7211
autograph,93010,7280
automatic,93012,7507
automatically,129975,7267
available,93036,7530
average,93041,7544
avoid,93038,7555
aw,93104,4387
awaaz,93102,2645
awake,93052,7585
awal,93058,7516
awam,130007,2648
awan,93064,2644
awara,93066,2651
awarapan,93069,7623
award,93045,7575
awareness,93072,7622
awargi,93071,7631
away,130010,2653
awaz,93102,2645
awesome,130030,7635
awr,129727,4388
awsm,130030,4389
ax,104619,4390
aya,113188,4300
ayaan,93129,4391
ayain,93176,2032
ayan,93129,4392
ayat,113189,4393
ayaz,113190,1946
aye,113187,1932
ayega,93171,4394
ayegi,93173,4395
ayein,93176,2032
ayen,93176,2032
ayenge,93188,4396
ayesha,104607,4397
ayga,93171,4398
aygi,93173,4399
ayi,93175,4300
ayn,111785,4284
aysa,105297,4400
ayse,111896,1935
aysha,104607,4401
aysi,105028,4402
azaab,93307,2705
azaad,110169,2702
azaan,113200,1947
azab,93307,2705
azad,110169,2702
azadi,93235,2702
azal,93308,7699
azam,93238,2709
azan,113200,1947
azeem,93260,4403
azeez,93264,4352
azha,147384,7890
azhar,93257,7894
azi,93259,4404
aziyat,93310,2717
aziz,93264,4352
azm,93303,2709
azma,93273,2709
azmaish,93281,2719
azmana,93286,2720
azmanay,93290,2720
azmane,93290,2720
azmata,93292,2741
azmaya,93297,4405
b,141939,4406
ba,93528,4407
baa,93528,7970
baad,93542,4408
baadal,93756,8036
baaki,94362,8024
baal,93418,4409
baalon,94112,4410
baandh,94249,8078
baap,94353,8094
baaqi,94362,8024
baar,93535,4411
baarish,94520,8109
baat,93536,8015
baatain,94766,4412
baatein,94766,4413
baaten,94766,4414
baaton,94758,4415
baaz,94835,4416
baazar,94843,8137
baazi,94862,8017
bab,93590,4420
baba,93592,7970
babar,93602,4417
babay,93603,4420
babes,93620,4418
babies,93619,4419
babra,93611,8100
babu,93612,7970
babubhai,93613,8179
baby,97855,4420
baccha,97501,8032
bacchi,94885,4421
bach,97502,4448
bacha,97503,8032
bachae,94884,8032
bachana,94876,4422
bachane,94878,4424
bachany,94878,4424
bachao,94879,8032
bachay,97515,8032
bachaye,93658,8032
bache,97515,8032
bachelor,95059,8249
bachey,97470,8032
bachi,97506,4492
bachian,97507,8199
bachion,97508,8199
bachiyan,97507,4423
bachiyon,97508,8199
bachna,94899,4422
bacho,97510,8032
bachon,97469,8199
bachoon,97514,8199
bachpan,97513,8227
bachy,97515,8032
back,93529,8033
bad,93736,4425
badal,97551,8036
badalna,94941,8042
badalne,94943,8042
badalta,94945,8353
badaltay,94948,8353
badalte,94948,8353
badalti,94947,8353
badalty,94948,8353
badam,93729,8035
badan,94952,4426
badar,94927,8362
badboys,93735,8369
badboyz,93735,8372
badd,93736,4427
baddua,97526,4428
badi,93754,4429
badin,94932,8043
badl,97551,8036
badla,94934,4431
badlay,95087,4430
badle,95087,4430
badli,94940,4431
badlta,94945,8353
badly,94949,4430
badmash,94951,8452
badnaam,97553,8460
badnam,97553,8460
badnaseeb,97555,8466
badshah,93809,8037
badshahi,93810,8037
badua,97526,4433
bag,93385,8051
bagair,97570,8538
bagar,96501,8538
bagh,93848,8052
baghair,97570,8565
baghban,95802,8573
bagher,97570,8565
bahaal,93886,4434
bahaar,95779,4435
bahadur,97573,8613
bahal,93886,4436
bahan,96163,8058
bahana,96088,4437
bahanay,95832,4437
bahane,95832,8058
baharo,93914,4438
baharon,93914,8641
bahate,93920,4439
bahawalpur,96000,4441
bahe,93940,4442
bahen,96163,4443
baher,95837,4445
bahi,93873,8164
bahir,95837,4445
bahon,93959,8058
bahoo,93963,4444
bahot,97583,8612
bahr,95261,4445
bahria,95947,4446
bahu,93963,4447
bahut,97583,8612
bai,93517,7970
baich,95302,4448
bail,93406,4449
bait,93521,4450
baita,97884,4451
baitay,95318,4452
baith,95872,8124
baitha,95873,4480
baithak,95563,8814
baithay,97888,8124
baithe,97888,8124
baithey,97888,8124
baithi,97475,4526
baithna,95874,8533
baithy,97888,8124
baja,96723,4582
bajai,94022,4453
bajao,96729,4454
bajay,96752,8065
bajaya,96734,4582
bajaye,94035,8065
baje,94036,4455
baji,96744,4453
bajti,96749,8852
bajy,96752,8065
bak,97644,8024
bakhsh,97820,8897
bakhshi,96769,8897
bakhshish,97641,8936
bakht,97642,8924
baki,96763,8024
bakra,97647,4585
bakray,96767,8899
bakre,96767,8899
bakri,96768,8899
baksh,97820,8977
bakshish,97641,8984
bakwaas,94105,8997
bala,94106,4456
balanc,96826,9022
balance,96826,9022
bali,94123,4457
balkay,97698,8070
balke,97698,8070
balkeh,97698,9065
balkey,97698,8070
balky,97698,8070
ball,96822,4458
ballay,94133,4459
balle,94133,4460
balnc,96826,9022
balnce,96826,9022
balti,94161,4461
baluch,97063,9007
baluchistan,96859,9039
ban,94315,4654
bana,96873,4589
banae,96910,4590
banai,96978,4462
banain,96944,9138
banalo,96890,9170
banana,97709,9138
bananay,96896,9138
banane,96896,9138
banany,96896,9138
banao,96897,8063
banaon,97710,4463
banata,97711,4600
banatay,96906,4600
banate,96906,8089
banati,96905,8089
banay,96978,8063
banaya,96909,4594
banaye,94230,8063
banayi,96913,4462
band,96928,4595
banda,97712,4596
bandagi,97719,9221
bandar,97713,8081
banday,97718,8077
bande,97718,8077
bandgi,97719,9221
bandh,94249,8078
bandha,96929,8078
bandhan,96930,9244
bandi,96931,8077
bando,97723,8077
bandok,96936,9268
bandon,97723,9223
bandy,97718,8077
bane,96978,4465
banega,96942,8085
baney,96978,8063
bangali,94287,9296
bangash,96949,9297
bani,96951,4462
banja,96952,9327
banjao,96953,9327
bank,96957,8093
bankar,96958,9339
bann,94315,4654
banna,96962,4464
banne,96964,4465
bano,96965,4599
bansuri,94324,8088
bant,94325,4466
banta,97735,4600
bantay,97736,8089
bante,97736,8089
banti,97737,8089
banu,96965,4465
bany,96978,8063
banya,96979,4467
bap,94353,8094
baqa,94355,4468
baqai,94357,4469
baqi,94362,8024
bar,93448,4411
bara,97781,8100
baraat,97220,8101
barabar,97224,9452
baraf,94434,9462
baras,97237,8109
barasti,97243,4470
barat,97220,8101
baray,94552,8100
barbaad,97757,9503
barbad,97757,9503
barbadi,97258,9503
barbie,94423,9513
bardasht,97263,9528
barey,94552,8100
barf,94434,9462
barh,97280,8106
barha,97329,8106
barhao,97284,8106
barhe,97291,8106
barhi,97286,8106
barhti,97289,9573
bari,97784,4628
barish,94520,8109
barishain,94523,8110
barishon,94526,8110
barkat,97309,9472
barosa,96292,4471
barra,97781,8100
barray,94552,8100
barri,97784,4628
barsa,97336,4472
barsaat,97338,9488
barsat,97338,9488
barsay,97347,4472
barsi,97341,8109
barson,97346,8110
bartan,97348,9496
bary,94552,8100
baryani,97356,8795
bas,97799,4665
basa,97358,8064
basana,97361,8313
basanti,97363,9747
basar,97379,9737
basera,97370,4473
bashir,94585,4474
basi,97372,8064
basic,94573,4475
basit,94587,4476
basne,97794,8313
bass,97799,4665
basta,97801,8802
bastard,97803,9833
basti,97386,8802
bat,93485,8015
bata,97396,4633
bataa,97396,4477
batado,97411,9859
batae,97430,4634
bataen,97468,4635
batai,97467,8015
bataien,97468,4412
batain,94766,4412
batan,97433,4412
batana,97434,8119
batane,97439,8119
batao,97457,4634
bataon,97455,4635
batata,97449,9849
batate,97453,4636
batati,97452,9849
batay,94766,4478
bataya,97458,8015
bataye,97462,4634
batayen,97468,8119
batein,94766,4413
baten,94723,4414
bath,93493,4479
batha,95873,4480
bathay,97888,4482
bathrom,97477,8125
bathroom,97477,8125
bathy,97475,8124
bati,94718,4486
batien,94766,4484
batil,94722,4483
batin,94723,8119
batman,94732,10014
bato,94742,4478
batool,97486,4485
battery,95606,9922
batti,94718,4486
battle,93500,8118
baut,95996,4487
bay,95684,4488
bayaan,97851,4489
bayan,97851,4490
baz,94835,4416
bazaar,94843,8137
bazahir,94841,10172
bazar,94843,8137
bazi,94862,8017
bazm,97829,10174
bb,94863,4491
bcause,96765,9757
bcha,97503,8032
bchay,97470,8032
bche,97515,8032
bchi,97506,4492
bcho,97469,8032
bchy,97515,8032
bcome,95368,9742
bcoz,96765,8335
bcuz,96765,8335
bdal,97551,8036
bday,97352,8034
bdl,97551,8036
bdli,94940,4493
bdnam,97553,8460
bdy,96987,8034
be,141939,4494
beaconhouse,96493,10391
beagle,94991,8598
bears,94993,4495
beast,95102,4496
beautiful,97817,10422
beauty,97809,4499
bebasi,97852,8064
became,94867,9742
because,96765,9757
bech,95302,4448
bechain,97857,4500
bechar,95030,4501
bechara,97858,4502
bechare,97859,4503
bechari,95036,4503
becheni,95045,8199
become,95368,9742
becomes,95074,10297
becoz,96765,8335
becuz,96765,8335
becz,96765,8335
bedard,95084,10551
bee,95089,4504
beemar,96617,10590
beemari,96869,10590
beenish,96631,8790
beeta,96522,4505
beetay,96694,4506
beete,96694,4506
beeti,95555,4505
before,95711,8535
begair,97570,8538
begairat,97567,8540
begam,95731,8544
begana,95127,8054
begane,95128,8054
beghairat,97567,8566
begherat,97567,8566
begum,95731,8544
behad,95189,4507
behal,95170,8606
behan,96163,8058
behanchod,132180,8685
behav,96400,10718
behave,96400,10718
behaviour,96401,10735
behen,96163,8058
behenchod,132180,8685
behind,95239,10759
behisab,95203,10137
behj,96056,8705
behla,96153,4563
behn,96163,8058
behna,96164,4508
behnchod,132180,8685
behne,95250,4508
behno,96093,8058
behnoi,96094,4560
behoda,97873,8614
behosh,95255,8655
behri,95267,4509
behta,95271,4510
behtar,96309,8658
behtareen,96117,8743
behtay,96109,4512
behte,96109,4512
behter,96309,8658
behti,96307,4510
behtr,96309,8658
behtreen,96117,8743
behtrin,96117,4511
behty,96109,4512
behuda,97873,8614
being,96496,4513
beja,95688,4514
bejaan,96523,8780
bejan,96523,8780
bejh,96056,4515
bejha,96057,4516
bekaar,96535,4517
bekar,96535,4518
bekhabar,97875,8919
bel,95369,4519
belance,96826,9022
belief,96808,10997
believe,96868,10872
bell,95369,4519
belong,96848,11023
belongs,95392,11026
below,95389,11020
bemaar,96617,10590
bemar,96617,10590
bemari,96869,10590
bemisaal,95409,11049
bemisal,95409,11049
benaam,95691,9207
benam,95691,9207
benaqab,95444,11067
benazir,97876,11069
benefit,96941,11095
benish,96631,8790
bepanah,95454,11133
beqarar,97879,10156
beqrar,97879,10156
berukhi,97881,9471
besabab,95508,8797
beshak,97882,4520
besharam,97371,8800
beshumar,95541,8801
beside,97373,9760
best,97381,4521
bestfriends,95537,11244
beta,94994,4505
betaab,97885,10046
betab,97885,10046
betay,96694,4523
bete,95555,4522
beter,97487,9922
betey,96694,4523
beth,95872,4524
betha,95873,4524
bethay,97888,4482
bethe,97888,4525
bethen,95573,8533
bethey,97888,4525
bethi,97475,4526
bethna,95874,8533
betho,97887,4527
bethy,97888,4528
beti,97479,8015
better,97487,9922
between,97491,11349
bety,97479,4529
bevi,141937,11364
bewa,95630,8183
bewafa,97892,10079
bewafai,97891,10079
bewafaon,95647,11382
bewafayi,97891,10079
bewaja,95676,10082
bewakof,105173,8829
bewakoof,105173,8829
bewakuf,105173,4530
bewaqof,105173,8829
bewaqoof,105173,8829
bewaquf,105173,8829
beware,97844,10448
bewfa,97892,10079
bewfai,97891,10079
bewi,141937,8183
bey,95684,4531
beyan,97851,4532
bezati,97871,8831
bfast,95708,11460
bgair,97570,8538
bghair,97570,8565
bha,95767,8164
bhaag,95796,4533
bhabhi,95834,11532
bhabi,95834,8677
bhae,96005,4535
bhaee,96005,4536
bhag,95796,4537
bhaga,95797,4538
bhagna,95811,11514
bhago,95815,4539
bhagta,95822,11520
bhagte,95826,11520
bhagwan,96119,11584
bhai,96005,8164
bhaij,96056,4541
bhaija,96057,8705
bhaijna,96149,4540
bhaijo,96151,4541
bhaijta,96072,8706
bhailog,95863,8698
bhain,96163,8058
bhaio,96012,8164
bhaion,96012,4553
bhaiya,96006,4542
bhaiyo,96012,4552
bhaiyon,96012,4553
bhaj,96056,8705
bhalai,95903,4543
bhalay,95908,4544
bhale,95908,4545
bhan,96163,8058
bhana,96164,4546
bhanchod,132180,8685
bhane,95917,8058
bhangra,95919,11715
bhanwar,95998,8716
bhao,95928,4552
bhar,96278,4547
bhara,96281,8056
bharam,96289,8733
bharat,95938,4548
bharay,96287,8056
bhare,96287,4547
bhari,96288,4547
bharo,96291,4547
bharosa,96292,11741
bharta,96295,8642
bharti,95764,8642
bharwa,96298,11791
bharway,97785,11791
bharwe,97785,11791
bharwi,96300,11791
bhary,96287,8056
